"Company","Close.Last"
"AAPL",70.2941633147854
"AMD",38.0690798887122
"AMZN",78.8270808426073
"CSCO",39.0900745230525
"META",165.724114030207
"MSFT",135.610790739269
"NFLX",256.768638791733
"QCOM",86.9453855325914
"SBUX",69.9642205882353
"TSLA",83.265228418124
